title,authors,genre,subjects,avg_rating,ratings_count,year,pages,isbn,source,content,publication_year,cluster
Blink,Malcolm Gladwell,Self Help,Intuition; Education; Recovery; Business; Intuïtie; Prise de décision (Psychologie),3.7802198,91.0,2004.0,295.0,9780316005050,OpenLibraryAPI,blink malcolm gladwell self help intuition education recovery business intu tie prise de d cision psychologie ,,7
The Monk Who Sold His Ferrari,Robin S. Sharma,Self Help,"Self-realization; Self-actualization (psychology); Fiction, visionary & metaphysical; Fiction; Conduct of life; Success",3.9,60.0,1996.0,216.0,0307274284,OpenLibraryAPI,the monk who sold his ferrari robin s sharma self help self realization self actualization psychology fiction visionary metaphysical fiction conduct of life success,,7
Grit,Angela Duckworth,Self Help,leadership; business; Personality; Perseverance (Ethics.); Psychology; Success,3.9285715,42.0,2016.0,353.0,9788479539641,OpenLibraryAPI,grit angela duckworth self help leadership business personality perseverance ethics psychology success,,7
Ultralearning,Scott Young,Self Help,Psychology; Success in business; Learning; Success; Nonfiction; Self Help,4.285714,14.0,2019.0,304.0,1982662956,OpenLibraryAPI,ultralearning scott young self help psychology success in business learning success nonfiction self help,,7
Interpreter of Maladies,Jhumpa Lahiri,Self Help,East Indian Americans; Social life and customs; East Indian Americans in fiction; Nouvelles anglophones; Open Library Staff Picks; Fiction,3.857143,42.0,1999.0,211.0,0786264349,OpenLibraryAPI,interpreter of maladies jhumpa lahiri self help east indian americans social life and customs east indian americans in fiction nouvelles anglophones open library staff picks fiction,,7
The culture code,Daniel Coyle,Self Help,Corporate culture; Leadership; SELF-HELP / Personal Growth / General; Teams in the workplace; BUSINESS & ECONOMICS / Organizational Behavior; PSYCHOLOGY / Social Psychology,4.214286,14.0,2018.0,280.0,1847941265,OpenLibraryAPI,the culture code daniel coyle self help corporate culture leadership self help personal growth general teams in the workplace business economics organizational behavior psychology social psychology,,7
Big Magic,Elizabeth Gilbert,Self Help,"Creative ability; Confidence; Conduct of life; SELF-HELP / Motivational & Inspirational; BODY, MIND & SPIRIT / Inspiration & Personal Growth; Courage",4.037037,27.0,2014.0,312.0,9788403518131,OpenLibraryAPI,big magic elizabeth gilbert self help creative ability confidence conduct of life self help motivational inspirational body mind spirit inspiration personal growth courage,,7
Breaking the habit of being yourself,Joe Dispenza,Self Help,New Thought; Thought and thinking; Change (Psychology); Thinking; Changement (Psychologie); Pensée,3.8837209,43.0,2012.0,352.0,9788479538255,OpenLibraryAPI,breaking the habit of being yourself joe dispenza self help new thought thought and thinking change psychology thinking changement psychologie pens e,,7
Igniting Success,Leo Baxter,Self Help,Motivation (Psychology); Motivational & Inspirational; Motivational; Self-help techniques; Self-Help; Self help,5.0,6.0,2024.0,142.0,9798876038128,OpenLibraryAPI,igniting success leo baxter self help motivation psychology motivational inspirational motivational self help techniques self help self help,,7
Reflections Of A Man,Mr. Amari Soul,Self Help,Interpersonal relations; Poetry; self-help; personal development; spirituality; relationships,5.0,6.0,2015.0,290.0,9780986164736,OpenLibraryAPI,reflections of a man mr amari soul self help interpersonal relations poetry self help personal development spirituality relationships,,7
The art of persuasion,Bob Burg,Self Help,Persuasion (Psychology); Communication; Influence (Psychology); Persuasion (rhetoric); Business; Self-help techniques,4.1666665,18.0,2011.0,232.0,9781640951198,OpenLibraryAPI,the art of persuasion bob burg self help persuasion psychology communication influence psychology persuasion rhetoric business self help techniques,,7
The Secret Language of Destiny,"Gary Goldschneider, Joost Elffers",Self Help,self-reflection; The Secret Language Series; Fate and Fatalism; The Secret Language Of Destiny; know thy self; Metaphysics,4.714286,7.0,1999.0,824.0,9780670885978,OpenLibraryAPI,the secret language of destiny gary goldschneider joost elffers self help self reflection the secret language series fate and fatalism the secret language of destiny know thy self metaphysics,,7
Do Epic Shit,Ankur Warikoo,Self Help,Self-help; personal development; motivation; inspiration; goal setting; success,4.0,24.0,2021.0,312.0,9391165486,OpenLibraryAPI,do epic shit ankur warikoo self help self help personal development motivation inspiration goal setting success,,7
"Goodbye, things","Fumio Sasaki, Fumio Sasaki, SASAKI",Self Help,Orderliness; Self-help techniques; Buildings; Simplicity; Self-actualization (psychology); Self-actualization (Psychology),4.1666665,12.0,2013.0,130.0,9780141986388,OpenLibraryAPI,goodbye things fumio sasaki fumio sasaki sasaki self help orderliness self help techniques buildings simplicity self actualization psychology self actualization psychology ,,7
,"Ichirō Kishimi, Fumitake Koga",Self Help,Adlerian psychology; Self-actualization (Psychology); Conduct of life; Thought and thinking; happiness; motivational,3.8039215,51.0,2013.0,280.0,9786180123975,OpenLibraryAPI, ichir kishimi fumitake koga self help adlerian psychology self actualization psychology conduct of life thought and thinking happiness motivational,,7
The Obstacle is the Way,Ryan Holiday,Self Help,Self-realization; Motivation (Psychology); SELF-HELP / Personal Growth / Success; BUSINESS & ECONOMICS / Motivational; PHILOSOPHY / General; Success in business,3.862069,29.0,2013.0,224.0,9781805222477,OpenLibraryAPI,the obstacle is the way ryan holiday self help self realization motivation psychology self help personal growth success business economics motivational philosophy general success in business,,7
The Compound effect,Darren Hardy,Self Help,Leadership; Success; Self-help techniques; Conduct of life; Mentoring in business; Decision making,4.0,22.0,2010.0,172.0,1593157142,OpenLibraryAPI,the compound effect darren hardy self help leadership success self help techniques conduct of life mentoring in business decision making,,7
Psycho-cybernetics,Maxwell Maltz,Self Help,Success; Psychological aspects of Success; Psychological aspects; Self-perception; Applied Psychology; Achievement,4.2,15.0,1960.0,270.0,9788495292087,OpenLibraryAPI,psycho cybernetics maxwell maltz self help success psychological aspects of success psychological aspects self perception applied psychology achievement,,7
The willpower instinct,Kelly McGonigal,Self Help,Will; Self-control; SELF-HELP; Self-Management; Time Management; PSYCHOLOGY,4.0,18.0,2011.0,288.0,1469000431,OpenLibraryAPI,the willpower instinct kelly mcgonigal self help will self control self help self management time management psychology,,7
Mindset,Carol S. Dweck,Self Help,Belief and doubt; Nonfiction; Psychological aspects; Psychological aspects of Success; Psychology; Success,3.7454545,55.0,2006.0,288.0,9781780333939,OpenLibraryAPI,mindset carol s dweck self help belief and doubt nonfiction psychological aspects psychological aspects of success psychology success,,7
The game of life and how to play it,Florence Scovel Shinn,Self Help,Conduct of life; New Age; New Thought; Nonfiction; Psychological aspects; Psychological aspects of Success,4.1764708,17.0,1925.0,96.0,9780548056189,OpenLibraryAPI,the game of life and how to play it florence scovel shinn self help conduct of life new age new thought nonfiction psychological aspects psychological aspects of success,,7
Range,David J. Epstein,Self Help,Ability; Developmental psychology; nyt:combined-print-and-e-book-nonfiction=2019-06-16; New York Times bestseller; New York Times reviewed; Expertise,3.8,25.0,2019.0,352.0,0735214484,OpenLibraryAPI,range david j epstein self help ability developmental psychology nyt combined print and e book nonfiction new york times bestseller new york times reviewed expertise,,7
I Have to Tell You Something,Zara Bas,Self Help,Self-help; personal development; poetry; self-love; healing; self-discovery,3.7291667,48.0,2022.0,130.0,0645545597,OpenLibraryAPI,i have to tell you something zara bas self help self help personal development poetry self love healing self discovery,,7
Maybe You Should Talk to Someone,Lori Gottlieb,Self Help,Psychotherapists; Biography; Therapist and patient; PSYCHOLOGY; Psychotherapy BIOGRAPHY & AUTOBIOGRAPHY; Personal Memoirs,3.8125,32.0,2019.0,433.0,1799717429,OpenLibraryAPI,maybe you should talk to someone lori gottlieb self help psychotherapists biography therapist and patient psychology psychotherapy biography autobiography personal memoirs,,7
UNSCRIPTED,M. J. DeMarco,Self Help,"Quality of life; Finance, personal; Entrepreneurship; Business; Self-help techniques",4.375,8.0,2017.0,416.0,9780984358168,OpenLibraryAPI,unscripted m j demarco self help quality of life finance personal entrepreneurship business self help techniques,,7
The Secret,Rhonda Byrne,Self Help,the Law of Attraction; positive thinking; New Thought; Success; Psychological aspects of Success; Psychological aspects,3.671875,64.0,2000.0,216.0,1582701709,OpenLibraryAPI,the secret rhonda byrne self help the law of attraction positive thinking new thought success psychological aspects of success psychological aspects,,7
"The art of money getting, or, Golden rules for money getting","P. T. Barnum, P. T. Barnum, John Woods",Self Help,"Success; Finance; Nonfiction; Self-Improvement; Success in business; Finance, personal",4.133333,15.0,1880.0,54.0,9781482538984,OpenLibraryAPI,the art of money getting or golden rules for money getting p t barnum p t barnum john woods self help success finance nonfiction self improvement success in business finance personal,,7
Why Women Deserve Less,Myron Gaines,Self Help,self help; Man-woman relationships; Feminist theory,5.0,5.0,2023.0,,9798375410951,OpenLibraryAPI,why women deserve less myron gaines self help self help man woman relationships feminist theory,,7
Ten days to self-esteem,David D. Burns,Self Help,"Cognitive therapy; Counseling of; Depressed persons; Group psychotherapy; Handbooks, manuals; Mental Depression",5.0,5.0,1993.0,327.0,9780688127084,OpenLibraryAPI,ten days to self esteem david d burns self help cognitive therapy counseling of depressed persons group psychotherapy handbooks manuals mental depression,,7
Battlefield of the Mind,Joyce Meyer,Self Help,Spiritual warfare; Religious aspects of Thought and thinking; Christian life; Thought and thinking; Christianity; Nonfiction,5.0,5.0,1995.0,288.0,1577945026,OpenLibraryAPI,battlefield of the mind joyce meyer self help spiritual warfare religious aspects of thought and thinking christian life thought and thinking christianity nonfiction,,7
"Set Boundaries, Find Peace",Nedra Glover Tawwab,Self Help,nyt:advice-how-to-and-miscellaneous=2021-04-04; New York Times bestseller; Peace of mind; Self-realization; Change (psychology); Interpersonal relations,4.6666665,6.0,2021.0,304.0,9780593192108,OpenLibraryAPI,set boundaries find peace nedra glover tawwab self help nyt advice how to and miscellaneous new york times bestseller peace of mind self realization change psychology interpersonal relations,,7
Musicophilia,Oliver Sacks,Self Help,psychology; Alzheimer’s disese; amnesia; Parkinson’s disease; amusia; Williams syndrome,3.7391305,23.0,2007.0,425.0,9781447222705,OpenLibraryAPI,musicophilia oliver sacks self help psychology alzheimer s disese amnesia parkinson s disease amusia williams syndrome,,7
How to live 365 days a year,John A. Schindler,Self Help,Health; Longevity; Mental health; Popular Medicine; Psychosomatic Medicine; Rejuvenation,4.142857,14.0,1954.0,222.0,0134167929,OpenLibraryAPI,how to live days a year john a schindler self help health longevity mental health popular medicine psychosomatic medicine rejuvenation,,7
Workbook for the Mountain Is You,Smart Reads,Self Help,Self-help; personal development; self-awareness; self-love; self-sabotage; self-mastery,3.8076923,26.0,2022.0,,9798839683211,OpenLibraryAPI,workbook for the mountain is you smart reads self help self help personal development self awareness self love self sabotage self mastery,,7
Dare to lead,Brené Brown,Self Help,Leadership; nyt:advice-how-to-and-miscellaneous=2018-10-28; New York Times bestseller; Executive ability; Success in business; Aptitude pour la direction,4.25,8.0,2018.0,320.0,9781473562523,OpenLibraryAPI,dare to lead bren brown self help leadership nyt advice how to and miscellaneous new york times bestseller executive ability success in business aptitude pour la direction,,7
10% Happier,Dan Harris,Self Help,Mind and body; Mental health; Stress management; Buddhism; Meditation; SELF-HELP / Personal Growth / Happiness,4.0,13.0,2014.0,237.0,9780062265425,OpenLibraryAPI, happier dan harris self help mind and body mental health stress management buddhism meditation self help personal growth happiness,,7
Limitless,Jim Kwik,Self Help,Success; Brain; Learning; Self-actualization (psychology); Habit; Motivation (psychology),4.090909,11.0,2020.0,344.0,1401958249,OpenLibraryAPI,limitless jim kwik self help success brain learning self actualization psychology habit motivation psychology ,,7
Naked Lunch,"William S. Burroughs, William Burroughs",Self Help,Drug Use; Heroin; Drug addicts; Recovering addicts; Fiction; Autobiography,3.7619047,21.0,1959.0,255.0,9780714539676,OpenLibraryAPI,naked lunch william s burroughs william burroughs self help drug use heroin drug addicts recovering addicts fiction autobiography,,7
Money,Tony Robbins,Self Help,"Personal Finance; Finance, personal; Investments; nyt:advice-how-to-and-miscellaneous=2014-12-07; New York Times bestseller; Saving and investment",4.0,12.0,2014.0,688.0,9781476757872,OpenLibraryAPI,money tony robbins self help personal finance finance personal investments nyt advice how to and miscellaneous new york times bestseller saving and investment,,7
You Are a Badass,Jen Sincero,Self Help,Self-actualization (Psychology); Self-help techniques; SELF-HELP; Personal Growth; nyt:advice-how-to-and-miscellaneous=2015-08-09; New York Times bestseller,3.6969697,33.0,2013.0,259.0,1452615519,OpenLibraryAPI,you are a badass jen sincero self help self actualization psychology self help techniques self help personal growth nyt advice how to and miscellaneous new york times bestseller,,7
Your Head Is a Houseboat,Campbell Walker,Self Help,Psychology; Self-Help; Mental health,4.5,6.0,2021.0,160.0,9781743797495,OpenLibraryAPI,your head is a houseboat campbell walker self help psychology self help mental health,,7
In Real Life,"Cory Doctorow, Jen Wang",Self Help,"Internet games; Jóvenes (Mujeres); Juegos de rol; Spanish language materials; Graphic novels; Comic books, strips",3.909091,11.0,2014.0,185.0,9780606382199,OpenLibraryAPI,in real life cory doctorow jen wang self help internet games j venes mujeres juegos de rol spanish language materials graphic novels comic books strips,,7
Punished by Rewards,Alfie Kohn,Self Help,Behaviorism (Psychology); Motivation (Psychology); Reward (Psychology); Motivatie; Motivation; Récompense (Psychologie),4.6,5.0,1993.0,440.0,9780735101388,OpenLibraryAPI,punished by rewards alfie kohn self help behaviorism psychology motivation psychology reward psychology motivatie motivation r compense psychologie ,,7
The Game 41 Shades of Men,Princella L.R. Clark,Self Help,psychology; male archetypes; self-help for women; toxic masculinity; interpersonal relations; Self-actualization (Psychology),5.0,4.0,2023.0,322.0,9798387189746,OpenLibraryAPI,the game shades of men princella l r clark self help psychology male archetypes self help for women toxic masculinity interpersonal relations self actualization psychology ,,7
The power of your subconcious mind,Joseph Murphy,Self Help,Unconscious (Psychology); Subconsciousness; E ducation et discipline mentales; Mental discipline; Inconscient; Psychology,3.9230769,13.0,1963.0,224.0,0671696718,OpenLibraryAPI,the power of your subconcious mind joseph murphy self help unconscious psychology subconsciousness e ducation et discipline mentales mental discipline inconscient psychology,,7
Ignited Minds,A. P. J. Abdul Kalam,Self Help,Inspirational; biography; autobiography; India; science; technology,3.9333334,15.0,2012.0,208.0,0143424122,OpenLibraryAPI,ignited minds a p j abdul kalam self help inspirational biography autobiography india science technology,,7
When Things Fall Apart,Pema Chödrön,Self Help,"Buddhism; Religious life; Spiritual life; Religious life, buddhism; Suffering; Religious aspects",4.3333335,6.0,1997.0,187.0,9781570623448,OpenLibraryAPI,when things fall apart pema ch dr n self help buddhism religious life spiritual life religious life buddhism suffering religious aspects,,7
Tools of Titans,Timothy Ferriss,Self Help,Success; Physical fitness; Wealth; Self-actualization (psychology); Change (psychology); Self-realization,4.6,5.0,2016.0,704.0,9781713554806,OpenLibraryAPI,tools of titans timothy ferriss self help success physical fitness wealth self actualization psychology change psychology self realization,,7
Prozac nation,Elizabeth Wurtzel,Self Help,"Mental health; Depressed persons; Biography; Young women; Women, united states, biography; Mentally ill, biography",3.8181818,11.0,1994.0,352.0,9781573229623,OpenLibraryAPI,prozac nation elizabeth wurtzel self help mental health depressed persons biography young women women united states biography mentally ill biography,,7
The Daily Laws,Robert Greene,Self Help,Psychology; nyt:advice-how-to-and-miscellaneous=2021-10-31; New York Times bestseller; Self-help techniques; Self-actualization (psychology); Motivation (psychology),3.9285715,14.0,2021.0,480.0,1800816286,OpenLibraryAPI,the daily laws robert greene self help psychology nyt advice how to and miscellaneous new york times bestseller self help techniques self actualization psychology motivation psychology ,,7
This Is Your Mind on Plants,Michael Pollan,Self Help,Psychotropic drugs; Opium; Mescaline; Caffeine; nyt:paperback-nonfiction=2022-08-07; New York Times bestseller,3.8888888,9.0,2021.0,274.0,0593557050,OpenLibraryAPI,this is your mind on plants michael pollan self help psychotropic drugs opium mescaline caffeine nyt paperback nonfiction new york times bestseller,,7
Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Jean Greaves Travis Bradberry, Tom Parks",Self Help,Nonfiction; Self-Improvement; EQ skill; self-awareness; self-management; social awareness,4.1666665,6.0,2009.0,192.0,0974320625,OpenLibraryAPI,emotional intelligence travis bradberry jean greaves jean greaves travis bradberry tom parks self help nonfiction self improvement eq skill self awareness self management social awareness,,7
Come as you are,"Emily Nagoski, Blanca González Villegas",Self Help,"Health and hygiene; Sexual behavior; Sexual health; Sex instruction for women; Women; Women, sexual behavior",4.3333335,6.0,2015.0,432.0,1982165324,OpenLibraryAPI,come as you are emily nagoski blanca gonz lez villegas self help health and hygiene sexual behavior sexual health sex instruction for women women women sexual behavior,,7
100 Ways to Motivate Yourself,Steve Chandler,Self Help,Actualización de sí mismo (Psicología); Motivación (Psicología); Motivation (Psychology); Nonfiction; Self-actualization (Psychology); Self-Improvement,4.75,4.0,1996.0,223.0,9789928422712,OpenLibraryAPI, ways to motivate yourself steve chandler self help actualizaci n de s mismo psicolog a motivaci n psicolog a motivation psychology nonfiction self actualization psychology self improvement,,7
Awareness,Anthony De Mello,Self Help,Spiritual Enlightenment; self help; psychology; Buddhism; agnostic; Spiritual life,4.75,4.0,1990.0,184.0,0385249373,OpenLibraryAPI,awareness anthony de mello self help spiritual enlightenment self help psychology buddhism agnostic spiritual life,,7
The 100 simple secrets of happy people,"Niven, David, David Niven",Self Help,Lebensführung; Ratgeber; Conduct of life; Self-Improvement; Conducta (Etica); Conducta (Ética),4.75,4.0,2000.0,207.0,9780062516503,OpenLibraryAPI,the simple secrets of happy people niven david david niven self help lebensf hrung ratgeber conduct of life self improvement conducta etica conducta tica ,,7
In the Realm of Hungry Ghosts,Gabor Maté,Self Help,Physiopathology; Addictive Behavior; Substance-Related Disorders; Substance abuse; Psychology; Drug addiction,4.75,4.0,2008.0,488.0,9780676977400,OpenLibraryAPI,in the realm of hungry ghosts gabor mate self help physiopathology addictive behavior substance related disorders substance abuse psychology drug addiction,,7
Lost connections,Johann Hari,Self Help,"Mental Depression; Anxiety; Depression, mental; nyt:combined-print-and-e-book-nonfiction=2018-02-25; New York Times bestseller; SELF-HELP / Mood Disorders/ Depression",4.285714,7.0,2018.0,336.0,9781408878705,OpenLibraryAPI,lost connections johann hari self help mental depression anxiety depression mental nyt combined print and e book nonfiction new york times bestseller self help mood disorders depression,,7
477 Frases de Poder,Alejandro Cardona,Self Help,Business; Self-help techniques,4.285714,7.0,2023.0,,9798988940302,OpenLibraryAPI, frases de poder alejandro cardona self help business self help techniques,,7
Everything is F*cked,"Mark Manson, Carlos Ramos Malavé",Self Help,Non-Fiction; Self-actualization (psychology); Conduct of life; Happiness; nyt:advice-how-to-and-miscellaneous=2019-06-02; New York Times bestseller,3.631579,19.0,2019.0,288.0,9780062955951,OpenLibraryAPI,everything is f cked mark manson carlos ramos malav self help non fiction self actualization psychology conduct of life happiness nyt advice how to and miscellaneous new york times bestseller,,7
Reclaim your heart,Yasmin Mogahed,Self Help,Spirituality; Social life and customs; Muslims; Religion; Inspiration; Customs and practices,4.4,5.0,2012.0,194.0,9780990387688,OpenLibraryAPI,reclaim your heart yasmin mogahed self help spirituality social life and customs muslims religion inspiration customs and practices,,7
Procrastination,"Jane B. Burka, Lenora M. Yuen, Ph.D, Jane B. Burka, PhD, Lenora M. Yuen, PhD, Sandra Burr",Self Help,Procrastination; Popular psychology; Self-Help; Counseling (Psychology); Physiological Psychology; Psychology,4.4,5.0,1983.0,227.0,1531881815,OpenLibraryAPI,procrastination jane b burka lenora m yuen ph d jane b burka phd lenora m yuen phd sandra burr self help procrastination popular psychology self help counseling psychology physiological psychology psychology,,7
Geography Club,Brent Hartinger,Self Help,Fiction; Bisexuality; Homosexuality; LGB; LGBT; LGBTQ,4.1666665,6.0,2003.0,226.0,9780060012229,OpenLibraryAPI,geography club brent hartinger self help fiction bisexuality homosexuality lgb lgbt lgbtq,,7
Finding flow,Mihaly Csikszentmihalyi,Self Help,Conduct of life; Happiness; Gedrag; Morale pratique; Bonheur; Dagelijks leven,4.1666665,6.0,1997.0,163.0,0465045138,OpenLibraryAPI,finding flow mihaly csikszentmihalyi self help conduct of life happiness gedrag morale pratique bonheur dagelijks leven,,7
Burnout,"Emily Nagoski, Amelia Nagoski",Self Help,"Stress management; Women, health and hygiene; Women, psychology; Burn out (psychology); Fatigue; Mental fatigue",4.0,7.0,2019.0,304.0,9786070774683,OpenLibraryAPI,burnout emily nagoski amelia nagoski self help stress management women health and hygiene women psychology burn out psychology fatigue mental fatigue,,7
The Long Haul,Jeff Kinney,Travel,Automobile travel; Humorous stories; Families; Diaries; Comics & Graphic Novels; Family life,4.3166666,120.0,2014.0,218.0,0141357622,OpenLibraryAPI,the long haul jeff kinney travel automobile travel humorous stories families diaries comics graphic novels family life,,7
A Feast for Crows,George R. R. Martin,Travel,New York Times bestseller; nyt:mass_market_paperback=2011-08-20; Seven Kingdoms (Imaginary place); Fiction; Fantasy fiction; Fantasy,4.0718956,153.0,2005.0,792.0,1514260190,OpenLibraryAPI,a feast for crows george r r martin travel new york times bestseller nyt mass market paperback seven kingdoms imaginary place fiction fantasy fiction fantasy,,1
Last Chance to See,"Douglas Adams, Mark Carwardine",Travel,Travel; Endangered species; Journeys; Rare animals; New York Times reviewed; Zoology,4.5,22.0,1990.0,222.0,3453061152,OpenLibraryAPI,last chance to see douglas adams mark carwardine travel travel endangered species journeys rare animals new york times reviewed zoology,,7
Station Eleven,Emily St. John Mandel,Travel,Fiction; Literary; Science Fiction; Actors; Adventure; Amerikanisches Englisch,4.116279,86.0,2014.0,352.0,9782743637552,OpenLibraryAPI,station eleven emily st john mandel travel fiction literary science fiction actors adventure amerikanisches englisch,,1
The Voyage of the Dawn Treader,C. S. Lewis,Travel,"Narnia; The Voyage of the Dawn Treader; The Chronicles of Narnia; Narnia (imaginary place), fiction; Children's fiction; Fantasy fiction",4.0865383,104.0,1952.0,224.0,0583331408,OpenLibraryAPI,the voyage of the dawn treader c s lewis travel narnia the voyage of the dawn treader the chronicles of narnia narnia imaginary place fiction children s fiction fantasy fiction,,1
The Restaurant at the End of the Universe,Douglas Adams,Travel,Fiction; Humorous fiction; humorous stories; Interplanetary voyages; Restaurants; Science Fiction,4.25641,39.0,1980.0,224.0,0754009513,OpenLibraryAPI,the restaurant at the end of the universe douglas adams travel fiction humorous fiction humorous stories interplanetary voyages restaurants science fiction,,1
The Red Pyramid,Rick Riordan,Travel,Serie:The_Kane_Chronicles; Fiction; Egyptian Mythology; nyt:paperback-books=2011-09-04; New York Times bestseller; Juvenile fiction,4.2156863,51.0,2010.0,530.0,9780141384955,OpenLibraryAPI,the red pyramid rick riordan travel serie the kane chronicles fiction egyptian mythology nyt paperback books new york times bestseller juvenile fiction,,7
Here is Portugal,Joseph Sultan,Travel,Portugal; Europe - Spain & Portugal; Travel,5.0,10.0,2022.0,,,OpenLibraryAPI,here is portugal joseph sultan travel portugal europe spain portugal travel,,7
The dragonet prophecy [graphic novel],Barry Deutsch,Travel,"Infancy; Graphic novels; Dragons; Comic books, strips; Voyages and travels; Fantasy",4.5,22.0,2018.0,210.0,0545942152,OpenLibraryAPI,the dragonet prophecy graphic novel barry deutsch travel infancy graphic novels dragons comic books strips voyages and travels fantasy,,7
"So long, and thanks for all the fish",Douglas Adams,Travel,Trilogy of Four; fantasy fiction; Fiction; Interplanetary voyages; Science Fiction; Ford Prefect (Fictitious character),3.988372,86.0,1984.0,200.0,0517557428,OpenLibraryAPI,so long and thanks for all the fish douglas adams travel trilogy of four fantasy fiction fiction interplanetary voyages science fiction ford prefect fictitious character ,,1
The Last Straw,Jeff Kinney,Travel,Diaries; Middle schools; Juvenile fiction; Family life; Fiction; Schools,4.0789475,76.0,1995.0,217.0,9781910945537,OpenLibraryAPI,the last straw jeff kinney travel diaries middle schools juvenile fiction family life fiction schools,,1
"Novels (Hitch Hiker's Guide to the Galaxy / Restaurant at the End of the Universe / Life, the Universe and Everything / So Long, and Thanks for All the Fish)",Douglas Adams,Travel,comic science fiction; Vogons; Humorous fiction; Imaginary voyages; wit and humour; Science Fiction,4.25,32.0,1979.0,590.0,9781558007581,OpenLibraryAPI,novels hitch hiker s guide to the galaxy restaurant at the end of the universe life the universe and everything so long and thanks for all the fish douglas adams travel comic science fiction vogons humorous fiction imaginary voyages wit and humour science fiction,,1
A Wrinkle in Time,Madeleine L'Engle,Travel,Love; sci-fi; Newbery Medal; Open Library Staff Picks; Juvenile fiction; Space and time,3.9127908,172.0,1962.0,212.0,9780821925324,OpenLibraryAPI,a wrinkle in time madeleine l engle travel love sci fi newbery medal open library staff picks juvenile fiction space and time,,7
The Miraculous Journey of Edward Tulane,Kate DiCamillo,Travel,Juguetes; Love; Listening; Adventure and adventurers; Spanish language materials; Fiction,4.257143,35.0,2000.0,200.0,9780545312561,OpenLibraryAPI,the miraculous journey of edward tulane kate dicamillo travel juguetes love listening adventure and adventurers spanish language materials fiction,,7
"Gi le zampe, faccia di fontina!",Elisabetta Dami,Travel,"Children's fiction; Stilton, geronimo (fictitious character), fiction; Mice, fiction; Mystery and detective stories; Mice; Fiction",4.3913045,23.0,2000.0,119.0,9781417629725,OpenLibraryAPI,gi le zampe faccia di fontina elisabetta dami travel children s fiction stilton geronimo fictitious character fiction mice fiction mystery and detective stories mice fiction,,1
Beast Quest,Adam Blade,Travel,Juvenile fiction; Boys; Quests (Expeditions); Dragons; Adventure and adventurers; Fiction,5.0,9.0,2007.0,92.0,9781408347638,OpenLibraryAPI,beast quest adam blade travel juvenile fiction boys quests expeditions dragons adventure and adventurers fiction,,1
Le citt invisibili,Italo Calvino,Travel,Fiction; Ficción; Explorers; Kings and rulers; Exploradores; Tarot,4.1666665,30.0,1972.0,165.0,8804425547,OpenLibraryAPI,le citt invisibili italo calvino travel fiction ficci n explorers kings and rulers exploradores tarot,,7
Dinosaurs Before Dark,Mary Pope Osborne,Travel,Fiction; Juvenile fiction; Magic; Dinosaurs; Tree houses; Time travel,4.5333333,15.0,1992.0,80.0,9500826704,OpenLibraryAPI,dinosaurs before dark mary pope osborne travel fiction juvenile fiction magic dinosaurs tree houses time travel,,1
O Alquimista,Paulo Coelho,Travel,Translations into Indonesian; Voyages and travels; Fiction; Portuguese Fiction; Self-realization; Alchemists,3.8105726,454.0,1988.0,197.0,3257061269,OpenLibraryAPI,o alquimista paulo coelho travel translations into indonesian voyages and travels fiction portuguese fiction self realization alchemists,,1
Stardust,Neil Gaiman,Travel,Young men; Fiction; Brujas; underworld; Magia; Quests (Expeditions),3.9047618,84.0,1997.0,232.0,9780061689246,OpenLibraryAPI,stardust neil gaiman travel young men fiction brujas underworld magia quests expeditions ,,7
A Midsummer Night's Dream,William Shakespeare,Travel,Drama; Courtship; Plays; Hippolyta (Greek mythology); Theseus (Greek mythology); Juvenile drama,3.9047618,105.0,1600.0,124.0,9781791584818,OpenLibraryAPI,a midsummer night s dream william shakespeare travel drama courtship plays hippolyta greek mythology theseus greek mythology juvenile drama,,7
Binti: The Night Masquerade,"Nnedi Okorafor, Bel Olid",Travel,"Extraterrestrial beings; Human-alien encounters; Interstellar travel; Fiction; Fiction, science fiction, general; FICTION",4.25,20.0,2018.0,208.0,0765393131,OpenLibraryAPI,binti the night masquerade nnedi okorafor bel olid travel extraterrestrial beings human alien encounters interstellar travel fiction fiction science fiction general fiction,,1
The Time Traveler's Wife,Audrey Niffenegger,Travel,mutants; love; death; amputation; sex; time,4.0,53.0,2003.0,546.0,9783596510672,OpenLibraryAPI,the time traveler s wife audrey niffenegger travel mutants love death amputation sex time,,7
A Walk in the Woods,Bill Bryson,Travel,Description and travel; Natural history; Travel; Journeys; Hiking; Nonfiction,3.9230769,65.0,1997.0,328.0,9780786215133,OpenLibraryAPI,a walk in the woods bill bryson travel description and travel natural history travel journeys hiking nonfiction,,7
"Full Dark, No Stars",Stephen King,Travel,Chevrolet Suburbans; 1955 doubled die cents; crime; detectives; sex; school shootings,4.021739,46.0,2010.0,448.0,9781442335769,OpenLibraryAPI,full dark no stars stephen king travel chevrolet suburbans doubled die cents crime detectives sex school shootings,,7
